"test.property_id","Sub.price_predict"
"f83fdccbc0661918701d1b70",332902121.29544
"4327f0b05c9c1d1ff9e0a8c9",409554740.321291
"c681a8b41ae98477e54fcf86",581336965.800492
"88f70e9b01dfb2c43b6c887a",460818456.277378
"d79dadaffc5c687af173ce80",611953561.483138
"237f7f570f21b78af3cf9dab",562771325.616667
"320d214271c89590b099d34b",1055385508.61568
"5815921ec31067d9f5327ca4",417115722.30087
"17a5ae502ccfd37f72b395d5",324529243.020437
"4fbe05abdeb260857f0a3b1e",521795536.073697
"826a3e3517aeb736ce5ce36f",787274858.676902
"78f70b7f0af130f4bb7dca88",2089668655.45556
"8b56577345d7ff5bc08cbea0",464396887.892441
"60587e645134d4cd6abb6410",349180549.510505
"d2801a579e2cd5c68a5e1130",543484761.2136
"e2298825126a1cfd2527f5d6",453015019.075848
"bd3768a652783ff9e8d7c07e",1058062047.0336
"9cb3900ed30a34ada52a339c",464715584.456655
"9ba7fa9d989c4a1cc743f01e",636823876.657055
"adeabcb8f2096b95052d7bba",479457030.520216
"06e57b8b83c4ad7aecd06565",1354328448.12841
"ec8c6accdffc34ef88416673",1317466881.87276
"d98d6ccb41d85f7f729a5f03",321395932.817975
"edc02b1b9808379160ce2873",1283701721.9663
"668dd7b88da79bfeb7875806",1207582597.71618
"f1b96ceba52d2d0e15fb1c66",1519679416.94046
"77c33a5f2f8f0dc98416cd7c",566079906.394474
"30b9db2174c7493a68cf79eb",756571359.731943
"c59d414e75d4b13ebc323286",1170053452.78971
"ce863ff9b993f6937cb6d13e",445179744.812896
"b098c4bf8457e49dd068a18d",296021461.156384
"37ce20fc885c6956a8616050",758943270.638095
"96db3bf4066652d6faa28680",423808254.203527
"60f0ec1c5d48c4afb1456283",652972566.052267
"92260a07ec41bfb876d98a4f",457423795.116589
"3219b39698521658b4654b56",551330828.134886
"397eadf8aed75b8e575503fd",911217610.317664
"61e3b47b41ccc38fea608450",657967593.702914
"a48128abbcea9d12d0ca6f11",1926083029.78666
"5b9451091b731863289cccc5",925853482.01419
"9dfb3327ce782e2540a729f4",1332608041.49542
"41a28e37fb4172b3213e8fc2",417804988.967537
"6bad71137f4f1b52dc028d93",1215994680.56628
"01424269a5680daea6c7964a",915585560.07788
"6663c15463c3250fab00f83e",1076151678.3405
"f007185502c10cfe99d89819",1201206242.401
"aa92bea0f7d259c7bd724e02",764156955.901624
"0e7d902097f2952d90aa4562",984565414.673086
"d109715139fa34dab94265b3",668933563.429056
"2f47240150939ad51db8951e",604974142.727273
"8c33f856ceb3ef6989728794",428218679.907367
"da92a7acc7afd225fdc10d78",1197367388.97857
"b397f5d7cddeb3f4fe404797",961701116.279871
"8cf9c55fed8c700019644256",878226109.356612
"79b199147c7a5d82507e598e",1210947988.15652
"bb8ed5dc12fc79b1df0f9624",626891902.924836
"10f677fa5359acd1ca5deeac",1239682245.39487
"09b3980c5353487088a353ab",759643732.968443
"8d27dbb47bd82175983b99a0",1134058453.04385
"f926414cefea91fbff2a99c2",1275024280.54949
"3290712af94c8ddd54f498b7",684338460.855562
"c1a83c43083b56ca0abb4266",537961528.924829
"f27c246de722e83e73c416f7",324715266.352151
"811f4579d2cd7cf3267576ba",1461034130.89744
"2c3e61296e41362aa6a323ad",1047275227.57072
"2eae316cdf564c916ac482a3",931024268.95477
"e0ef09e2d3acbc393699ec03",507700113.425555
"201d8757145a973a046f1df6",1004703981.38222
"ea4f3c2c0d6c260cc5ec579f",498996641.471667
"804c6db159afbebe664fff0e",2009601515.66667
"9c7c966a17f7051da83223dc",1854874472.8219
"ee4214ae2fa2cf3e23578ea8",1244791762.10552
"95e68ee2811f7adcf641f3da",913282893.917054
"d8e044e31931fa6cdeb0d1b0",1313344199.33333
"95097da6d913772bf799e18c",590390707.264612
"bd191e4d24bb0665b2f99cc3",913282893.917054
"e7311df8e715fc1f20d5ac4f",815526945.486
"b3955994d90cc45e510b33a9",440004683.382492
"9ff8a436b0aeb56d7e681da6",1548195075.22
"1356d756740fa6ad2f8a35c1",741239608.498692
"1358a44659ce130bf0495aac",1385758633.9958
"bbb60bfac0605d0433030f2f",403237445.084666
"f8a25ac8624780008f3f2a9c",1669599816.86475
"0c98ecb8fc074f0fbb4f7dfe",720534966.177143
"c9677801ecd283c123c74388",981966673.006587
"5fa37dfafa0d475934404868",2761633073.33333
"8ebe84b6ddb37971ab756775",691771357.193448
"bbdc84456f60a91d1b770811",564963170.498794
"d6f75c789242a46d8bc07d35",986422746.7048
"58c3e98578ca0618a613f25b",527163085.212375
"aceb8d9f64dc4adf2d295d17",1610046268.8281
"e900396c59c9ae40feff49ef",923641304.285714
"7892f64da1d872ae0b76f283",825497112.805333
"b2ea1b1f6849b3df6b99ad2a",1179623072.64426
"c85a19a55dff5abdf99d9f3a",1220250476.4126
"e58841f0cd97fb3e0ea36a44",1803059046.34803
"91518122fa7d7fc340a73a4c",738089957.18794
"3ea005280548ac3143fb2894",1349206777.60952
"5160a843af9eb64a30e66a68",2050486644.5
"dd69656a3c51419d91e11aed",381714982.346773
"b47432f37882596c9798570c",703326706.934932
"bc7674db5eaff6b2263045de",1017996879.65538
"dd321fc8d8af33e0ac255a9c",835721932.134933
"127564c38887eb8beafb2551",714791325.452667
"b334ca99e92ed03e4362b061",747153666.427778
"a0ffbaa95425da75f3a6facc",1120291195.05532
"dc7faf94f297de232f5fca0b",1299829110.942
"b877a3b0abe9d3deeeb96ae3",2114950638.31609
"e3d8f15f1acba19ba89901ed",825006472.514765
"17d763c5adb7bddd528b112b",474480528.392536
"df8bd73c0a6ac27e6908b7b3",1393304991.86308
"1ad52f5c391f20061055b100",639474855.339661
"1c273b04abea55e18247c2a8",899339879.955556
"b65934715cc6a6b7090724f9",1441709295.36508
"145d21adc559012faed053ab",512883754.00198
"1903d196bbc73e74d07153a5",699197502.263203
"d6c0c80727177ea3a2db0d7a",948589329.920581
"6b598b9a7828b94a06d80566",2405007492.73786
"0e518f5852a8983b29d0012b",917566539.595503
"ccf18e83b030c6b231a149a8",1495014222.80698
"d1bcc3be7f452197d0cc4df1",1691500088.50469
"675c852c05e57ef043ac4b5c",391676041.151515
"180340b158c8dff831872fef",848102118
"26904c17d1b0ab40771ce55d",788689542.772481
"97a88553a4e02c34122bf969",836967255.832237
"4184aac7c696208b030c3c06",735756376.730506
"272fd8a59b1c777fb5983835",783597743.651678
"8417639a452edd99bb7bbb1f",554641560.114334
"00ae0ca11f2841afd5e7b056",973660816.901905
"f122ebf1fda1f4664b44fa14",776591165.657454
"3d72d0dbdfa33be272d7dd74",859548853.702304
"3725d90ac91f8a06e7b6a876",293645573.887526
"902389e452490bd7569f29e8",1461675777.46032
"6637c5aa460f0af7c89b4202",872707460.189778
"a4c084a0aeef18750deceb65",306421935.149878
"69163631c93196b71e6e1ba4",572379026.63777
"6be9b21dc905418e219e6368",917917774.044621
"898977c46bdebd38c0e43695",901515646.834273
"1c834c9fc0f78be1d5a24ea8",624419135.365285
"d19ba4c6ffd88bb2df078687",1357556536.88068
"cd6a3dd1e112398ce1b29b95",689204950.759936
"b448e1e295a25a3ff31be8bf",776897611.633333
"1eb7280cf63010481a4c8594",1213381635.57667
"e6d95958987ec50d0f0f92d0",613128379.085286
"d966cb3f2a680ed8fb17f99f",1332209709.96313
"bdeea1d102e357e58dea542c",756593902.0282
"19d7a0415ff12f85e3b72565",476093877.649919
"415d32b1cd8f0d5c77f874e9",1299829110.942
"86a90f2d9333df2cad4bcf22",633145732.949495
"29fc2e519bd1e7b3a12e54b2",602441616.560148
"86b0e1b672a3de82da6dee10",361438876.033536
"ef607396815c45416bc3d190",773804201.605429
"954b3907226dea59224a8619",679948733.083449
"95b4bcf46a8c344e22f6e28c",835764331.288
"585ed7202d83f2c32593b8d3",1044881940.57176
"feaba0adfddeef37988dec5a",1005665428.85714
"482661c0676e25c728912b2b",691771357.193448
"2653d6cbcf3a0ff74cd4dcbe",687182936.666667
"74acd61eae48df02eeeb1ae6",384920528.522164
"94c0dfbdd707387d6e550fc0",1144627602.8203
"df967250f430f7681060959d",942640146.660967
"ed85acd0a98838d0d90cf130",1827749117.79429
"2466ac85478e397ecc996247",451044303.549771
"e8cc281f9bb0f70d025f1f07",411242061.917586
"4d903b18910ecdd24f0623fe",601577724.253968
"3714048ac56aaecb1521d912",462749360.630514
"ca7365c205729a5e6be1a754",2969014200
"08a98a21ef87414c1c4c6ff1",603452520.93384
"0248a277a896bf349dac9dbf",1668470780
"ce6c1f36904fb2d339891fd1",1541545341.4
"2fc543cc5f2acf688a4770fc",1288335109.04356
"d742c841b3bcd8a6db8c343a",599015913.255556
"bc7cbc72072316a55c4046cf",421899945.735721
"f62f9fdb49889e9a49e6bc17",452675445.993561
"c08c0515cedf0c4844eeba84",1205876039.21441
"aea22baac7208fafbfa32388",365044674.501351
"e9349a79b33748fe947d6356",1885821832.85774
"0240cd9372b4b34ef14d1adc",581249620.619048
"1c095ced3c910f35a506a590",1648721007.608
"cc1788ef96b82bedb47c83e1",1929639645
"a5d498683ceca1dd3cf9d153",421701029.100029
"51a650e745d435408c9f6541",726610462.632843
"d936ddeddb14241a3e303bd4",1208290630.77954
"73dc0edbaeaaba531ead16dd",2646718612.26167
"e11c5569eeb017c1a8ff0e12",949568954.812729
"652e62d1f4a8de8ff90ba2ed",697657609.691936
"a99eb56a08f0a3a92ca029e6",626856241.222749
"8a530ab6781b8dd6948a20f9",453127774.26211
"1ae999f7f7c08c06946a5125",1299477010.22998
"5a6401e318fe61bc0134213e",549428733.868987
"7b296f9d63b13f8775392fc7",1652011286.66994
"a09c3d717572f98d6e620f88",1272761278.46032
"9342864f54855c702ac6d710",538097484.292709
"edbf085d87a6354982da72ee",746755257.025234
"f8aba2c9336de0be578aa5ec",688362897.647132
"ec7b5b8d02efe0162d02afa3",1000438245.73158
"1cbaef541f3317e973930a95",625011759.926783
"4965bc8930a7cd59d7093fea",538745370.390307
"d97e7a11755d376b499c0845",2122460076.59689
"299f0b12ac9e40e2d8473666",674407434.810373
"b834e40d1aea531129eb12d5",2127401517.77778
"a81df1b278bf2b90e42bb4ab",637248959.621664
"41a3f6e7968ab47d83a16374",383469720.494814
"5a2fa1c3b4e932dd92607301",699256582.552089
"e364c2870fc31e70b9769d9f",807840306.741604
"a46b5da8dcd21c2b7e8bd032",3035271200.77498
"55596ac93e75286cd1b40dd5",713731222.768248
"6deeeb1f4390ce833169eddd",694224465.677333
"fb76ea6bdec2d7a124f41de9",1798111245.71429
"97e928d7da038304d7cca484",626609471.925154
"db6114c113ace16cbcbbe636",810046030.020059
"23b0f43a5b1a5806e02c60f7",428420415.580939
"e42311a652fabd14982d6205",800714905.207692
"64dff6a3a31b792bde2ab9d5",584677139.580858
"3c33cb1f8084cced1dad0557",1168384221.39705
"4225db53768dcc40d11c2ad1",523166381.333333
"992303f0826c7c74e35b1046",323252046.371255
"d0ac78d3d3df45cc73baef14",1598679260
"bfda4ab7190d312284854f42",1583983885.24762
"d74ac3238eda24ec821b3aaf",527823170.454812
"f48722afe14fb357b49beecd",702456600.366666
"16ca50d748393b661abf8b14",4149076237.46032
"ca53d79b99913ce02009b93a",1149929531.28906
"66ceb19a53aeece4c0a4e0d2",588286221.825878
"9ee0b9280cf404f9d4e975c3",578557733.178084
"06b66471b8d922de68b96a8d",1155950022.94577
"e35bbf26e57fa7b8fd75cfa0",1386938462.39645
"815c2fe3377f09d4752b2f2d",1068330934.47205
"bd021ae4f76fbce3f8e6ab40",343123759.97531
"1221139199f9d94d360f31a6",1248596487.42857
"ea2f94d3ecc97fb7f79a676d",2005107675.794
"8356fdf55a9491958f3be8ed",765067899.505281
"bc4de401d1a7abcdab6aa9c8",681533520.355751
"e581c6ff7ab5499295dbe511",772171612.55459
"98ca82a32139ce49656da180",442166456.10595
"45a17952efe0d31b3d6d2663",620058108.293333
"18d903b6c42d94b0f75733d2",788150049.643468
"636a06356a01284802f4ed33",519504808.298324
"a4fa953764d1e65f369619fa",1327124366.20293
"5c45d5b48a1b8182bdfc9786",906104925.935921
"b68a01c9aa67ab3be7c3cb8c",1098600425.80836
"81b5917f3af050ca9772ac66",559745483.809524
"ed96dbcd882802093d7c5c9b",2333557172.06495
"74d789319af464e3e637a834",608438653.157895
"b21f73c0648d17ad6c01bd6f",987754819.364877
"1ac44d95a4235c25bb3fb4e0",1016360823.74137
"b6ae4e8b64cf8f520e33da90",275594874.720237
"80c122d3ed0bd6c8f8517101",549582889.400476
"6ee95507f8125f29078ac206",1168446245.41798
"760631b8499ea52f753c43f8",780123079.833333
"bf1623f29742128ce257ed85",1261909862.05791
"6ca31b3c050397023f641f9c",397318567.416147
"13a8dd41f9d2294621156c11",782204817.755382
"e1f7a7f986f1691d4fa1952a",1080982606.17431
"5ab82853a4085e1ec1d7e04a",477875965.189476
"442d2e5ef4e49f51bc75b76d",1827140794.99245
"fbb16bef94f5db7e41e7ffa0",913282893.917054
"b11cf0a4d861141a7b1cbf72",579905596
"59927246f11931c1713f32ee",586671019.287602
"0976e6e58ed225bf0c916593",1530254975.96984
"a0c9eb94ec6e579695a6dcee",1456694395.38908
"c68b84dc2709983f295c1e1f",665620182.625443
"3d4565f84939407b78c01723",1152292985.60989
"fb7f2083e8a08e0ae876ef2c",717541436.303509
"601fd0b7b82f961f0a962341",1505671488.8246
"2f4be8f92f67e91f89f3116b",857968674.236996
"ddeb350deb4663e30f150fac",733048300.580584
"b364ec1e68a64eece1ec8422",849790459.481111
"c331a3ee851dcf350dccf745",847776885.516239
"87f109f795182286d0907982",1097705023.71868
"7b7960fc3a1e3f2116f5f5ec",1039382593.98134
"05ae9c79400e6238cb0f78fa",754404900.649538
"7f9937e40b7b96c351bfada4",1914498398.5
"65c72b82acfb92d29948a7b6",887267548.875897
"ee0421fa698a78c1c32bebe8",1600534586.69635
"6c094c65f541e35d2450bf2c",583869523.39729
"1e20e1042132a89574b683ea",680014868.554682
"239521bf8c3cb1f043159a00",1654378332.02866
"ed812f74c1c82522f2a368b3",566628350.149149
"65384dc48f2f299486813b14",333551399.99025
"079433b902bb95ade7dcd379",901313194.156273
"796a45bd5265708650a3fd2a",1196477453.84766
"4b5a81c63396216766c1b821",1090188264.19091
"05edcbf1a4515de2b57b1979",1231845341.93291
"b21108751e87c83bb6b8ee39",692766327.711548
"330a1f2369b38eaf76f488dd",486263831.696129
"6b4619d0f540089af5479999",649489548.906
"c5e9a1fed8ef5a7073ff3cf6",4017345233.32
"aa529d76636d7e66cf9a67f3",724213335.090597
"8f1103901c4343b08c56eeff",626904238.248955
"dc74a10a6220dc4191833d5e",588488269.418149
"4c0e5ec299e965b887e87cc5",1602724736.60064
"8559ecd97a51e633c233cd80",441840150.400108
"2c1c2796a3a7e16e17c1afc5",770299934.621153
"7a9bbd3764eb6793878f3905",1280406855.06334
"4e6e9444148917b31a09d06d",1004936385.00746
"0537086835a999a7ca501b25",1859242554.10594
"69fed2e019a123c78a64d625",4792486271.82933
"1aee140ad195ff0b97d45b54",661176565.414106
"8ffa7a43cea29e16aeefb3c1",1013192926.86667
"db66573849fb2dbb92dc2e46",2665979720
"11880b1877c12b9fef3f16bc",1053433760.44044
"55a73b41ca5eb65aa1567f11",374285752.804782
"93e304391f395e394103521c",579701086.555061
"d1969e6c1bc16eed3a1b9b4f",1695699105.12821
"115bfc2e2120a8271719fc8b",1641916720.18429
"d423f93f26d3c308198b2ab4",2035412500.86447
"d6ad03545625d051e4e7ec84",1171186817.23679
"ada1ff75cec17c60e43ac390",885138030.048312
"059e40b83c96694ea9fbeb89",794486614.0799
"e55461ab9d02ec27f39f40bf",2852934830.29238
"8b2cb5b0cc162bdf83915ede",664843280.11762
"823eaca8de25929ac4c03344",2004535069.84739
"13cfdb64cfd073a47ccb4b6e",335294173.963048
"49c552b53ed74e478afff668",2267565493.99167
"e849ca701088c5496de890ec",1768383475.29327
"35a13caa497bc3d62bb93806",820210542.947183
"09144b99c0b85a52a2de458b",1088300300.01725
"71dc81219bb1a6c1eb5c29f3",2089668655.45556
"3c26b696d002b5da9cd2c549",481740371.945988
"0ddd74ad322a77d7c9431f78",834544278.497228
"a8d1a065595890cc650f74bb",3319798770.79429
"0d30f31520fa56dc4d130849",733048300.580584
"40ba61eb52f2efd3778fa8ed",1053538705.97222
"6d5f828ac4f791e30bb19e00",487064649.126485
"d5df0c6766aee2df8053a883",1196477453.84766
"b1c705586425e57c3b9eaaf5",1093019276.27649
"3dc429770221409197886ffb",777877074.415706
"e8a91d31826764bdb78d054e",316141881.208762
"717c8f3b2a51858c3830b539",618671372.165267
"3927ab15ad6009f50b5ae8c3",598202721.672953
"6047243612b1ffbc53633764",913282893.917054
"f78764b6e97ce97e9ebaee30",947016824.146644
"7c61fab37dc573d8c6cc0d0c",309315850.853803
"26b77bef576ff4c9946fccb1",646097071.112934
"2282a4b8b9d8555cc081a22f",670592612.945026
"6c196cbf48238febe50e02aa",771171431.639511
"2812933e13aaedf0ee535cbf",483861265.113264
"650af2bfa74c08b1ac581f3c",1060860989.12622
"fa6bd21a11354517c0b6f73b",5243699239.296
"6f8017d3de966ced4e7a33de",1369161633.69288
"f7948a28fe23fe12e52ae4ac",2462086402.58421
"a7076b00deba893a251a9124",392250218.9626
"d89ae924ad434620d8b28fb6",584604716.635804
"fc6bbb2cc77c7e759497aa29",618267657.987129
"351c7314e3803c876b043534",595843035.325333
"748be1d6d09123c5145b81ee",557319295.105107
"c93bae0412c5a299d0bdcb7d",270706643.695046
"7a2a958942736fbb4e60615d",900870147.236364
"b9c23fe3e7fb02319fc4a7fe",838881393.606349
"986140ab88e514a6371127df",1207582597.71618
"45fb0a58b0464616ec301b94",331625853.913236
"37bd5c8e8988f23ee0ae175b",547770763.666667
"910ccc4e82cb429dca04a913",393125437.630374
"0a8576da2ee1e7021f6e2a7e",588598027
"f989538917d6da1a690dd32a",809556274.332707
"b77775e72ca49f7d0f4ef078",395465926.821528
"813163ae64a14f9434eb5c96",616910136.95
"a07b690cf9d2448db6146fe2",1315441894.06667
"13e7f77140a97138cce11f77",762838180.800694
"9d9ac642f6610b2ba57394fc",678483010.179047
"8350daf1a9ad0d09062a21c3",1514963063.03758
"55580f1eff059e36ba9b848a",1026325779.60861
"0e6a3ab81a8514bf32d110a2",683006818.666667
"ad0669fd7007188bda56d543",1159515725.99546
"03412e5ee084d332a3c5426a",3276425192.68669
"21342a6b9fc1ba17af0042c2",685581630.535033
"20214906a1eeedf1ea3f9530",1304240165.86124
"73cbc0d9685e6c2152be5566",875595910.094349
"d6b3c89963b808ff1219a199",446954700.488331
"6272868a1fd660c351869967",505512573.94188
"4d31f889c1956c6ae99138a2",454443409.480801
"01d9e4d44637ace4f355c142",522093114.870613
"772d07119daa0df6f7a02255",496307406.860776
"44980397d950defd3f1ec635",1042488187.86176
"b528ffed795d4e351f1a7cef",712263683.097636
"4b50fbea7cbe9800f56314d5",1624111361.42402
"c64299d76b09057eaa471c61",632091286.397204
"62944fc1a9bedabab402f60c",638472704.4259
"36edfc93ac867d47c9219d54",795109136.101861
"918220df61a3861aa462838d",1535167844.19959
"0ae2a3641b5bf3672c93e2a5",1102415390.44309
"64010ca02ed8f0a26c14096a",2606015837.05119
"7aef9b1301b24fd08310b66b",803896984.286964
"141d81522acddb0e32998efa",1707303354.00924
"89cd1965c268359cf8951313",424719576.265253
"ab6340180391e4713b9e6858",689159032.295822
"9edfec26d62f905566b5bb86",965909752.986889
"126d9923ba0ea4a95261541b",635778970.798142
